song,artist,lyrics
hawaii-5.0,lil-wayne,"Yeahhh...|-|I got the 24 inches sittin on them Joe buttons,|-|And the trunks straight jumpin,|-|BITCH! I can't hear nuthin'|-|Though I might do Spurs sittin' on them Tim Duncan's,|-|And in the Lambroghini I do doughnuts like Dunkin's.|-|How come every bad bitch with a pussy wanna fuck em',|-|But I just feed em' drugs and just watch em' fuck each otha,|-|My neck was a hundred, and my wrist was anotha,|-|It make her pussy wet I leave that bitch with a puddle,|-|I'm a beast I'm a dog, I should rap with a muzzle,|-|Peyton Manning flow, I just go no huddle,|-|Baby girl gettin' straight dick, no cuddle,|-|You know I'm out this world, I just bought a space shuttle,|-|I'mma put some D's on that bitch! And these hoe's starting to get like flea's on my shit,|-|Have you seen the who nina she's on my hip,|-|Yellow white diamonds call it cheese on em' grits,|-|You nigga's ain't ballin',|-|Real talk, you nigga's can't guard me,|-|Two nigga's can't guard me,|-|You lookin' at Jordan,|-|From the side like Spike at the Garden,|-|I got that hardest bars, call me the warden,|-|Excuse me pardon, I break a bitch down like Tanya Harding,|-|Bitch I'm cold not dude off Martin,|-|Pockets just fat like the Clumps and Norbit,|-|Bitch I'm fly like a magic carpet,|-|And bitch I'm fresh like a pack of Orbit,|-|See I'mma take it and gon' bring it back to New Orleans,|-|And bitch I'mma shine in the land of darkness,|-|In which I'mma grind til my stacks is tall as,|-|A wall is,|-|And I'm high, don't wanna know how deep the fall is,|-|No I can't come down,|-|And every time I send my girl outta town,|-|I put some D's on that bitch! I'm a certified gangster,|-|Hater's make me nauseous, so money make me anxious,|-|Listen how my words are poetic like Langston,|-|Dreads down my back like I come straight from Kingston,|-|But I come from Hollygrove, 17 danger zone, So many c note's I could sing a song,|-|T-top coupe, lookin' like a thong,|-|Your girl love my dick, she treats it like a bong,|-|I don't want be right if gettin high is wrong,|-|My eyes so low I look like I'm from Hong Kong,|-|Boy I got more green than a bitch of Don Juan, Haha Ok, I'm not a rookie I'm a pro; Methazine fiend,|-|Make the homies say Hoe, and make all the girlies scream,|-|I am a vegetarian man I only eat beats,|-|Wear a lot of carrots and I smoke the best green,|-|No beef, in my grocery bag,|-|Just some Swisher's and a whole bunch of cans of Whoop Ass,|-|I'm strapped like a bookbag,|-|So any one of ya'll can come on and get a foot tagged,|-|Eat all day,|-|Ride all night,|-|Sleep no way,|-|Sleep when I lay,|-|Six feet deep,|-|And until that day,|-|I'mma be livin' like it is that day. I keep holdin' on,|-|I said bitch I been hot,|-|Bitch the stove been on,|-|If you don't like it I roll over and roll alone,|-|Fuck you and the horse that you rode in on,|-|Some cool shorts in my Corvezone,|-|Lookin' slicker than the lane that you bowlin' on,|-|If they ain't tell you I'm the shit, then they told ya wrong,|-|Bitch I'm bubblin' like soda foam,|-|In a styrofoam,|-|CUP,|-|You know what's in my styrofoam,|-|What,|-|S-Y-R-UP,|-|That's my car, yep vroooom...|-|I'm gone!"
superhead-diss,lil-wayne,"Yea Umm Im going in|-|Drizzy I got Ya|-|This is my promise|-|Imma bring them barrels to them bitches|-|I admine us|-|And what I make up will fuck up ya skin|-|I pick da buck up and buck buck and buck buck again|-|I will buttfuck ya friend then suck up her twin|-|I put the buck him then buck buck and buck buck again|-|Suck nut and duckfuck yo unloving kin|-|now don't rub it in|-|Like lubriderm on a new tatoo I had to|-|kick my princess up out my castle|-|Dad who?|-|Never had that boo|-|always had a black tube|-|even when I was at school cuz bullies aren't bulletproof|-|Red scarf hoodie too|-|Prolly ain't has hood as you|-|stupid muthafucka da only thing in da hood is u|-|I do everything good as you no I do everythang better|-|I get paid for every letter a,b,c, etcetera|-|Fetch a bone Like a dog muthafucka i am going for yo neck in the set|-|and in the set bring it back like work in a trunk|-|and my exit coming up|-|yo i am heade to the buck like|-|buck buck again my fly to LA and just fuck karren|-|Naw I fucked Karren|-|lets get bucks again|-|then fucking spend them bucks again|-|and just fuck Karren|-|If I told you Imma do it I did it|-|Got my city on my fitted papa papa lets get it|-|Lets get it muthatfucka|-|what u waitin on|-|It is bout a minute passed pissed and Im about to get shitty|-|Im rally if money is the it you won't be with and I prolly just spit on the chick you won't be with|-|and I hang up on this bitch like im the only thick|-|and I own hip hop if you don't spit I will evict|-|and I just sold a lotta property to a buyer and think his name was kinda like Drake ""Drizzy"" Rogers or ""Drizzy"" Drake Rogers|-|Im to busy to play father|-|and when it comes to the game Im to willing to play harder|-|so harder I go|-|There he goes|-|They chant mvp when I shoot a free throw|-|CEO Jazz what it do|-|Haters run their face and then their ass is a shoe|-|Faster than you|-|Badder Than You|-|Radder Than you|-|Ectetera|-|I told I get paid by the letter like: a b c d e f g h i j k l m n o p q r s t u v w x y z|-|Zetock|-|yes he rocks and me and Drizzy both wrote on Detox|-|That was just a footnote|-|How long could he could go wonderin when the he stops|-|Bitch when the beat stops|-|so Imma keep rockin til the sheep rotten|-|and then the heat I send burns skin"
roger-that,lil-wayne,"I'm in the collard green 6, cornbread in the guts|-|Got the Halloween kicks trick or treatin' the clutch|-|Come on nigga, is you trickin' or what?|-|Flow tighter than a dick in the butt Just hopped off the plane, came back from Vancouv'|-|Little white tee, some boobs, and bamboo|-|White girls tell me, ""Hey Nicki, your camp rules|-|Is that why you get more head than shampoos?"" Asalamalakum, no oink for me|-|And I never let a D-boy boink for free|-|'Cause it's Barbie, bitch, you can join the wave|-|I done penny, nickel, dimed, I done coined the phrase You couldn't beat me there if you had a Leer|-|Indian style court side with a cavalier|-|VIP Rosés you can have a beer|-|'Cause honey, when you getting' money, you don't have a care Now r-roger that, r-roger that|-|R-roger that, r-roger that|-|R-roger that, r-roger that|-|R-roger Young black Rico's kill for the C-notes|-|But me though, I'm Jack son bitch Tito|-|She wanna play games but this is not bingo|-|Monopoly, I'm past go, go ahead and deep throat 4-chick foursomes, skin colors mocha|-|Sally and Sonia put the pussies on my Totem|-|Pole vault stroke 'em, strike it like bowlin'|-|Now open like you yawnin', it's 6 in the mornin' Sleepin' on me probably in a coffin|-|I'm hotter than the end of fuckin' August, I'm awesome|-|I'm awesome, repeat it to your grandma and uncles|-|M-mothers, Tyga's no dad but I'm the motherfucker Motherfuckers, this the last supper|-|Look, no hands, I'm a bread cuffer|-|I don't dare love her, I'm a dare devil|-|I don't fear nothin', motherfucker, Young Money Now roger that, roger that|-|R-roger that, roger that|-|Fuck around and never get roger back (I'm goin' in)|-|Fresh off the jet, sharper than Gillette|-|The blunt still wet so pass it like bread|-|We sip side a mug, we call it upset|-|Smoke more than 4 quarters, we call it sudden death I'm a beast, you a pet|-|AK long neck, key sweat|-|Weezy, motherfucker, capo in this bitch with me|-|Money talks and have a convo' in this bitch with me I'm mountain high, Colorado in this bitch with me|-|Flow crazy, 730, you just 650|-|20 bullets from the chopper take the roof off|-|Laughin' to the bank, I'm a goof ball It's Y.M. and we at yo' neck like a violin|-|It's our world, we make it spin and y'all the prey, amen Now roger that, roger that|-|Where Roger at? I heard Rog' a Rat|-|F-fuck around and never get Roger back"
vizine,lil-wayne,"[Chorus]|-|Why me? Why oh-why-oh why me?|-|Why do I look up and see my feet?|-|Am I rising?|-|But why do my peak look like it's out of my reach?|-|Why can't I trust what I see? [Verse 1]|-|My scene just a crime scene|-|Got the high beams and the sirens, yeah|-|My team we could buy teams|-|Talking dirty money? Check the hygienes|-|All the dirty money get dry cleaned|-|Talking dirty money, say I'm rasting|-|All my goons kidnap your offsprings while I was working on my golf swing|-|Oh, sweet dreams, sour nightmares|-|It's a cold world, I got an ice grill|-|No one man should have all that power if he can't afford to pay the light bills|-|I got a forcefield over my heartbeat|-|The window seal with no door key|-|I'm popping pills to feel more me|-|Cut off the wings now I'm soaring|-|And I never feel like poor me|-|I'd rather feel like the old me|-|I was born with wheels and I roll deep|-|I could make the devil get cold feet|-|Don't like the clove unless it's four leaf|-|Get a pussy wetter than a coral reef|-|On my face I tatted me a Fleur de Lis|-|Should I get it covered with a coca leaf?|-|I could tell you better than you showed me|-|I could show you better than you told me|-|I'm an OG up in OT and it's no sleep till it's roast beef|-|I better not hear a Little Bo-Peep|-|Better go figure, better go deep|-|Pass no judgement, pass your weed|-|I'm the goat nigga, no goatee [Chorus]|-|Why me? Why oh-why-oh why me?|-|Why do I look up and see my feet?|-|Am I rising?|-|But why do my peak look like it's out of my reach?|-|Why can't I trust what I see? [Verse 2]|-|Sipping on purple like it's herbal|-|Bad brown bitch, Lisa Turtle|-|On turbo, you don't wanna disturb him|-|Momma put too much sugar in my Gerber|-|Damn, I done dropped too many ashes in my turban|-|I done see so many titties on Bourbon|-|Live a different kind of lifestyle|-|Different color diamond got a nigga looking like sherbert|-|Stepped up to the plate, knocked it out the park|-|Eat a nigga face like tiger shark|-|Dressed in all red like Olajuwon|-|My niggas hit your safe like the holocaust|-|My niggas catch a case, feel like I got Mossed|-|My nigga treat the K just like a (?)|-|Got a lawyer and an agent but I'm the boss|-|And my heart always racing but never lost|-|Hello? I was the illest nigga on child support|-|Now I'm looking at the riot report|-|Went and looked at the final score|-|Bedroom got revolving doors|-|Bitches in and out smiling more|-|Than children smiling at a carnival|-|Ain't got nothing in common but the common cold|-|Big B's nigga, honor roll|-|Hold up, a nigga found the flow|-|Started from the bottom bitch|-|Never been monogamous|-|Never been monotonous|-|Never been anonymous|-|Money is unanimous|-|Always had accomplices|-|Always had conglomerates|-|Always let chopper clip stick out like a bottom lip|-|You running out of time, so you better know what time it is|-|You running out of tears and you running out of volunteers|-|Young Mula bitch, I die for the logo|-|Cocaine price low, call that a low blow|-|Tunechi like Pablo, keys in the rowboat|-|Tunechi in the yacht though, still don't showboat|-|Sipping on the slowpoke, moving like a tugboat|-|Smoking like a steamboat, fucking on a love boat|-|Better read the ransom note before you read the love note|-|Don't know if its sore throat, deep throat or cut throat [Chorus]|-|Why me? Why oh-why-oh why me?|-|Why do I look up and see my feet?|-|Am I rising?|-|But why do my peak look like it's out of my reach?|-|Why can't I trust what I see? [Outro]|-|Oh why am I so kamikazee|-|Why can't I stay in my seat?|-|I'm so hyphy|-|Try me, why do I see these bloody bodies?|-|Why do I love what I see?|-|Why me? Why oh-why-oh why me?|-|RIP, if you can't live in peace, you can die in peace|-|As your eyes close and mines bleed, I need Vizine"
i'm-illi,lil-wayne,"[Lil Wayne)|-|Young money! (ya dig)|-|Yeah! Ima Millionaire,|-|Im a Young Money Millie in aire, tougher than Nigerian hair,|-|My criteria compared to your career just isnt fair,|-|Ima venereal disease like a menstrual bleed..|-|Threw the pencil and leak the sheet of the tablet in my mind,|-|Cuz I dont write shit cuz I aint got time,|-|Cuz my seconds, minutes, hours go to the al mighty dollar,|-|And the al mighty power of dat chit cha cha chopper,|-|Sister, Brother, Son, Daughter, Father motha fuck a copper,|-|Got da maserati dancin on the bridge pussy poppin,|-|Tell the coppers..hahahaha you cant catch em, you cant stop em,|-|I go by them goon rules if you cant beat em then you pop em,|-|You cant man em then you mop em,|-|You cant man em then you drop em,|-|You drop em cuz we pop em like Orville Redenbacher,|-|Yeah!|-|Motherfucker I'm ill (Wayne I'm goin' in) [Cory Gunz]|-|Im Millie in here wit them Young Money Milli on aires,|-|Think you really pop a wheelie in air,|-|Mac Milli..the Vanillis in here.. im a rascal dont get whopped,|-|I get brats who dont give top,|-|I get tassel, pass you wit a flow you could never put a brake on,|-|An I break on anything a nigga take on,|-|Feel the napalm from my trey arm, straight long, throw a nigga like im Akon,|-|Cuz I make cons.. Where the base gone, get the base blown,|-|Let the Pistons on that chopper come on cops im kamikaze drop a rock wit them Obamas,|-|Illie in the mind, really wit the nine, millie when I rhyme, silly anytime,|-|Fine, chilly gitty on da grind, Shitty on a dime, Penny on the line,|-|Plentys in me, any guineas wit em bigger than a mini and remind im..|-|Illie and its all off G piece and a P..G walk by beep beep,|-|Wit a freak, skeet, Hawk Out, big feet on a jeep..|-|She caught by Weezy F, we be the best,|-|Truely to death prove me the rest,|-|Groupies confess, you be the ref, excuse me I left..Ha [these lyrics unconfirmed in album version but present in mixtape version]|-|young money|-|C3|-|nay nay, daddys better|-|ok a millionaire im a young money millionaire|-|what chyall really want it now|-|yall dont really wanna do it|-|if hip hop is dead i am the embalming fluid|-|and I dont care who it be, Im steppin to it|-|notice I say it cuz to me, it aint shit|-|get. it.|-|call me whacha like trick?|-|call me on my sidekick|-|never answer when its private|-|man I hate a shy chick|-|dont you hate a shy chick|-|I had a plate of shy chick and she aint shy no mo|-|she changed her name to my chick|-|hahaha, yea boy thats my girl|-|and she pops excellent up in waynes world|-|totally dude you should|-|see their faces when they see that|-|this robot can move|-|and its like|-|hahaha, yea|-|and it go|-|thats right Im a millionaire Im a|-|young money cash money fast money|-|slow money mo money neva low money|-|what is that, who is that, I never heard of it|-|I will take your picture and make a rest in peace shirt of it|-|tell those n***** beatin to make a rest in peace shirt of me cuz i|-|killed and now dont tell no one you heard of me|-|its like, the beat was screamin, murder me|-|and im a, murderer|-|so I murdered it and you n***** is what i eatin ill make sure of it|-|and he who dont believe me Ill make dessert of him|-|sherbet him, I mean|-|shame on him, or her|-|Carter, Father of|-|this rap thang, this is my race|-|gon take a lap man weezy babys nursery|-|now gon take a nap man, its nap time|-|Ill holla back at you at snack time Weezy F. yea, ok|-|they say Im rappin like Big, Jay, and Tupac|-|Andre 3 Thousand where is erykah badu at|-|who dat|-|who dat said they gon beat Lil Wayne|-|my name aint bic, but I keep that flame|-|who dat one|-|dat do dat boy|-|yall knew dat|-|true dat swallow|-|and i be the shhhh|-|now you got loose bowels|-|I dont owe you like two vowels|-|but Id like for you to pay me by the hour|-|hahaha|-|and Id rather be pushing flowers,|-|than to be in the penn sharing showers|-|see Tony told us this world was ours|-|and the Bible told us every girl was sour|-|dont play in the garden and dont smell her flower|-|call me Mr. Carter or Mr. Lawn Mower|-|boy I got so many girls like Im Michael Lowry|-|even Gwen Stefani said she couldnt doubt me man, life, just aint life, without me|-|hip hop just aint hip hop, without me|-|young moola baby|-|C3"
milli,lil-wayne,"(A milli, a milli, a milli) I'ma millionaire|-|I'm a young money millionaire, tougher than Nigerian hair|-|My criteria compared to your career just isn't fair|-|I'ma venereal disease like a menstrual bleed Threw the pencil and leak the sheet of the tablet in my mind|-|Cuz I don't write shit cuz I ain't got time|-|Cuz my seconds, minutes, hours go to the all mighty dollar|-|And the all mighty power of dat chit cha cha chopper Sister, Brother, Son, Daughter, Father mothafucker a copper|-|Got da Maserati dancin' on the bridge pussy poppin'|-|Tell the coppers, ha ha ha ha you can't catch 'em, you can't stop 'em|-|I go by them goon rules if you can't beat 'em then you prop 'em You cant man 'em then you mop 'em|-|You cant stand 'em then you drop 'em|-|You drop 'em cuz we pop 'em like Orville Redenbacher|-|Motherfucker I'm ill A million here, a million there|-|Sicilian bitch with long hair, with coke in her derrierre|-|Like smoke in the thinnest air|-|I open the Lamborghini|-|Hopin' them crackers see me like, ""Look at that bastard Weezy"" ""He's a beast he's a dog, he's a motherfuckin' problem""|-|Okay you're a goon, but what's a goon to a goblin?|-|Nothin', nothin', you ain't scarin' nothin'|-|On some faggot bullshit|-|Call him Dennis Rodman Call me what you want bitch|-|Call me on my Sidekick|-|Never answer when it's private|-|Damn I hate a shy bitch Don't you hate a shy bitch?|-|Yeah I ate a shy bitch|-|She ain't shy no more, she changed her name to my bitch|-|Yeah nigga, that's my bitch|-|So when she ask for the money when you through don't be surprised, bitch It ain't trickin' if you got it|-|But you like a bitch with no ass, you ain't got shit|-|Motherfucker I'm ill, not sick|-|And I'm o.k., but my watch sick Yeah my drop sick|-|Yeah my glock sick|-|Am I not thick?|-|I'm it|-|Motherfucker I'm ill See, they say I'm rappin' like B.I.G., Jay, and Tupac|-|Andre 3000, where is Erykah Badu at?|-|Who that? Who that said they gon' beat Lil' Wayne|-|My name ain't Bic, but I keep that flame Now who that wanna do that, boy you knew that chew that swallow|-|And I be the shit, now you got loose bowels|-|I don't owe you like two vowels|-|But I would like for you to pay me by the hour And I'd rather be pushin' flowers|-|Than to be in the pen sharin' showers|-|Tony told us this world was ours|-|And the Bible told us every girl was sour Don't play in her garden, and don't smell her flower|-|Call me Mr. Carter or Mr. Lawnmower|-|Boy I got so many bitches like I'm Mike Lowery|-|Even Gwen Stefani say she couldn't doubt me Motherfucker I say like face shit without me|-|Chrome lips pokin' out, the coupe look like it's poutin'|-|I do what I do and you do what you can do about it|-|Bitch, I will turn a crack rock into a mountain|-|Dare me Don't you compare me cause there ain't nobody near me|-|They don't see me, but they hear me|-|They don't feel me, but they fear me|-|I'm illie, C3"
hyfr,lil-wayne,"Gotta do what i Gotta Do|-|All my exes live in Texas like I'm George Straight|-|Or they go to Georgia State where|-|Tuition is handled by some random nigga that live in Atlanta|-|That she only see when she feels obligated|-|Admitted it to me the first time we dated|-|But she was no angel, and we never waited|-|I took her for sushi, she wanted to fuck|-|So we took it to go, told them don't even plate it|-|And we never talk too much after I blew up|-|Just only ""Hello"" or ""Happy belated""|-|And I think I text her and told her I made it|-|And that's when she text me and told me she prayed it|-|And that's when I text her and told her I love it|-|And right after texting, told her I'm faded|-|She asked|-|What have I learned since getting richer|-|I learned working with the negatives could make for better pictures|-|I learned Hennessy and enemies is one hell of a mixture|-|Even though it's f-cked up, girl, I'm still fucking wit ya|-|Damn, is it the fall|-|Time for me to revisit the past|-|It's women to call|-|There's albums to drop, there's liquor involved|-|There's stories to tell, we been through it all|-|Interviews are like confessions|-|Get the fuck up out my dressing room, confusing me with questions|-|Do you love this shit?|-|Are you high right now?|-|Do you ever get nervous?|-|Are you single?|-|I heard I fucked a girl, is it true?|-|You getting money? You think them niggas you with is wit' you?|-|(And I say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|F-ckin' right, all right|-|(And we say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|F-ckin' right, all right|-|So much for being optimistic|-|They say love is in the air, so I|-|Hold my breath until my face turn purple|-|Keep a few bad bitches in my circle|-|My nuts hang like ain't no curfew|-|Bitch if you wave, then I will surf you|-|I flew jet, she flew commercial|-|But we still met, later that night|-|After my session, she came over|-|I was aggressive, and she was sober|-|I gave her pills|-|She started confessing and started undressing|-|And ask me to hold her|-|And so I did, but that was last month|-|And now she's texting me, asking for closure|-|Damn|-|She say this shit gon' catch up to me|-|I keep tissue paper|-|We eat each other whenever we at the dinner table|-|She say she hate that she love me|-|And she wish I was average|-|Shit, sometimes I wish the same|-|And I wish she wasn't married|-|Promises, I hope I never break 'em|-|Met a female dragon, had a fire conversation but|-|Interviews are like confessions|-|Get the fuck up out my bedroom confusing me with questions like|-|Do you love this shit?|-|Are you high right now?|-|Do you ever get nervous?|-|Are you single?|-|I heard you fucked a girl, is it true?|-|You getting money? You think them niggas you with is wit' you?|-|(And I say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|F-ckin right, all right|-|(And we say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|Damn right, all right|-|(And we say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|F-ckin' right, all right|-|(And we say) Hell yeah|-|Hell yeah, hell yeah|-|F-ckin' right|-|Damn right, all right|-|Aw Yeah"
good-girl-gone-bad,lil-wayne,"[Lil' Wayne]|-|Okay, I'm talkin' about a|-|Good girl, gone bad|-|Crooked world, wrong path|-|Right Mom, wrong Dad|-|I sing this song mad, but not mad enough to shoot you|-|But it just eats me up, like some bbq from Luther's|-|In the mornin' with the roosters|-|On the corner with the boosters|-|And she's the freshcut and they're on her like sutures|-|And I wanna talk to her|-|But her Mama has to school her|-|I wanna see her better|-|She's the weather of my future|-|I don't wanna see another hurricane|-|Baby you can kill the pain|-|If you just let me explain|-|Trust me I know what I'm sayin'|-|You will end up on the track of an oncoming train|-|Stuck in the passenger seat|-|Travlin' through the fast lane [Bun B]|-|Well once upon a time, there was a Mom and a Dad|-|Who on the outside had everything people wished they had|-|A beautiful daughter, two story house, two car garage|-|And a white picket fence wrapped around the front yard|-|See Daddy was a doctor|-|And Mommy was a banker|-|Mommy's job got outsourced|-|So now Mommy's dranker|-|Daddy had a malpractice suit|-|Now he's a snorter|-|And all this shit's takin' place|-|Right in front of their daughter|-|She says, Daddy what's wrong?|-|But he's just too high|-|Mommy what we gon' do?|-|She just get drunk and cry|-|Caught in the middle of two wrongs, tryin' to do right|-|Lookin' for answers alone in the darkness of night|-|They say..."
fireman,lil-wayne,"Uh huh, I'm back what cha, uh whatcha gon do now?|-|I'm the Fireman|-|Fire, Fa, Fireman|-|I got that fire I'm hollering|-|I got that fire come and try me and|-|You can spark it up and I'ma put you out You can spark it up and I'ma put you out|-|(1)|-|Ain't nobody fuckin with me man, Heatman|-|Ski Mask spending next weeks cash, he fast|-|And I don't even need a G pass I'm pass that|-|I'm passing em out now and you can't have that|-|And my chain Toucan Sam|-|That tropical colors you can't match that|-|Gotta be abstract|-|You catch my gal legs open betta smash that|-|Don't be surprise if she ask where the cash at|-|I see she wearing them jeans that show her butt crack|-|My girls can't wear that why, that's where my stash at|-|I put my mack down that's where you lack at|-|She need her candlelit and I'ma wax that|-|I rekindle the flame|-|She remember the name|-|It's Weezy Baby January December the same|-|Mama gimme that brain Mama gimme that good Cause I'm the fireman|-|You hear the firetruck|-|I'm the Fireman|-|Fire, Fa, Fireman I got that fire I'm hollering|-|I got that fire come and try me and You can spark it up and I'ma put you out|-|You can spark it up and I'ma put you out|-|Fresh on campus it's the Birdman Jr|-|Money too long teachers put away ya rulers|-|Raw tune not a cartoon|-|No shirt, tattoos, and some war wounds|-|I'm hot but the car cool|-|She wet that's a carpool|-|Been in that water since a youngin you just shark food|-|Quick Draw McGraw I went to art school|-|Yeah the lights is bright but I got a short fuse|-|Don't snooze|-|Been handling the game so long my thumb bruise|-|Ya new girlfriend is old news Yeen got enough green and she so blue yeah|-|Cash Money Records where dreams come true|-|Everything is easy baby leave it up to Weezy Baby Put it in the pot let it steam let it brew|-|Now watch it melt don't burn ya self I'm the Fireman|-|Fire, Fa, Fireman|-|I got that fire I'm hollering|-|I got that fire come and try me and You can spark it up and I'ma put you out|-|You can spark it up and I'ma put you out|-|Ridin' by myself well really not really|-|So heavy in the trunk make the car pop-a-wheelie|-|Who? Weezy Baby or call me Young Baby|-|My money 360, you only 180|-|Half of the game too lazy|-|Still sleepin' on me but I'm bout to wake em|-|Yep! I'm bout to take em to New Orleans and bake em|-|Yeah it's hot down here take a walk with Satan yeah|-|Come on mama let The Carter make ya Toss ya like a fruit salad strawberry-grape ya|-|They ball when they can and I'm ballin' by nature|-|Addicted to the game like Jordan and Payton|-|Yall in a race and me I'm at the finish line|-|They running for too long it's time to gimme mine Straight down ya chimney in ya living room is I|-|Weezy allergic to wintertime... hot|-|I'm the Fireman|-|Fire, Fa, Fireman|-|I got that fire I'm hollering|-|I got that fire come and try me and|-|You can spark it up and I'ma put you out|-|You can spark it up and I'ma put you out"
"it-ain't-me,-babe-(cover)",lil-wayne,"[Verse 1]|-|Go away from my window|-|Leave at your own chosen speed (yeah)|-|I'm not the one you want babe|-|I'm not the one you need|-|You say you're looking for someone who's never weak|-|But always strong|-|To protect you and defend you whether you are right or wrong|-|Someone to open each and every door [Chorus]|-|But it ain't me babe|-|No, no, no it ain't me babe|-|It ain't me you're looking for babe [Verse 2]|-|Now go lightly from the ledge babe|-|Go lightly on the ground|-|See I'm not the one you want babe|-|I'll only let you down|-|You say you're looking for someone|-|Who will promise never to part|-|Someone to close his eyes for you babe|-|Someone to close his heart|-|Someone to die for you and more [Chorus]|-|But it ain't me babe|-|No, no, no it ain't me babe|-|It ain't me you're looking for babe [Verse 3]|-|You say you're looking for someone to pick you up each|-|Each time you fall|-|Each time you fall|-|To gather flowers constantly and to come|-|Each time you call|-|And will love you for your life and nothing more [Chorus]|-|But it ain't me babe|-|No, no, no it ain't me babe|-|It ain't me you're looking for babe|-|No, no it ain't me|-|No, no it ain't me babe|-|No, no, no it ain't me babe|-|It ain't me you're looking for babe|-|It ain't me babe|-|It ain't me you're looking for"
rewind,lil-wayne,"Lil wayne)|-|Yea, ice cream hoodie,|-|Bathin Ape tennis shoes,|-|No time for pictures,|-|No time for interviews,|-|Imma go and get money,|-|Snowstorm or sunny,|-|Try me and im comin out wit my coat arm wit sumthin,|-|Note on da table,|-|Pay me a daygo,|-|You cant get the cash then pay me in yayo,|-|Save me the drama,|-|Dont go run and snitch|-|If thats ya mama then ill merk you right in front of that bitch|-|Im a young money, cash money, univeral soldier|-|Watch out ms. silvia,|-|Im kinda fealin yah (huh),|-|Im a headache, but they love the pain,|-|I ask a bitch her name and tell her|-|Go board the plane,|-|Im so sure|-|I know more|-|Im so more|-|The wayne.|-|I know whores|-|That know whores|-|Thats always wit some more whores|-|You owe whores|-|I show whores|-|I grow whores|-|I kno whos at da store cuz i go more|-|I go forth and so forth|-|Mami say she so board,|-|Wit o boy, uh ooo|-|I leave that pussy so sore|-|Dats rite no doze,|-|Bitch get lost n da current how da dow flows|-|Niggas call maybacks slow lows|-|Nigga got da glock in da chocke hold|-|I wont fold, 2 da cops 2 da po pos, yall hoes|-|Shout to my stompin ground|-|Hollygrove|-|Fuck wit them new orleans niggas|-|Funural|-|Up town up town|-|Where i rose (yea)|-|Welcome to the real outdoors|-|And of course|-|That chopper dat i tote'll split them like a divorce|-|Then dat spiriutal force|-|Take em way up north|-|They say the end is comin|-|Imma stay up for it|-|Imma chase that money|-|You can wait up for it|-|Imma kick to the snare|-|Imma boom to the bass|-|What more can i say|-|I cant feel my face.|-|(juelz santana)|-|Peel up,|-|Wheel up,|-|Brang it bac cum rewind,|-|Imma dealer dealer,|-|I brang it bac all da time,|-|Dat coke dat hard dat crack o god,|-|U get caught u cant get bac no charge, Nigga mouth slow linkin air 'em no charge,|-|Dats free no prob dats g code yall,|-|So no more slow linkin now he jus got flat,|-|Flat line laid on his bac flat half time,|-|In da crib playin ea sprots,|-|Stay in da streets till da da see they corps, (plus)|-|Da chickies kno i stay fresh 2 my tippy toes,|-|Hit da sneakers stores say 2 words give me those|-|(gimmie)|-|Gimmie those|-|(those)|-|Gimmie those|-|(those)|-|Matta fact gimmie those whole three rows,|-|I hit da sacks like gimmie dat|-|(dat)|-|Gimmie dat|-|(dat)|-|Gimmie dat|-|Matta fact gimmia dat rack,|-|Cash laid, tab paid im out,|-|Im off 2 da vallet,|-|Were's my car, thank you,|-|I do better,|-|Who betta,|-|You neva,|-|Abuse chedda,|-|Playboy, hugh helphner,|-|Da tune nexter, my dick yes sir,|-|I buy a car jus because i like da smell of new leather,|-|Im young, im fly, im black, im rich,|-|I let my nuts sag, i drag my dick, (ya digg)|-|Da whores kno i let my balls sag also,|-|Off they draws go, im all in they torso, (uh)|-|She can't take da dick,|-|I tell her put a sock in it bitch take da dick,|-|Stroke stroke see if she can take da dick,|-|Now see if she can take da brick,|-|U on da team now, mean while im in da kitchen,|-|Doin my daily routines, scale a few thangs,|-|Cook a few o's, let my bitch bag 'em,|-|Give 'em 2 my workers, let da strip have dem,|-|Feins go bezurk from da work im chefin,|-|Feins go 2 work after da work u sale dem,|-|They know they gotta buy more,|-|They head hurt,|-|They're eyes sore,|-|You salin dat cheap rock,|-|Sheet rock, dry wall,|-|They dont want dat they come bac for more,|-|But they come bac 2 me,|-|They dont come bac 2 ya'll,|-|I be chef,|-|De chef,|-|You neva have 2 re-chef,|-|What i chef, compreda|-|Rewind,|-|Reset,|-|Replay,|-|Action,|-|I be chef,|-|De chef,|-|You neva have 2 re-chef,|-|What i chef, compreda"
